"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-22","2020","11","22","","-0.1","","-5.9","","-3.0","","21.0","","0.0","","","","","","12.7","","0","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-23","2020","11","23","","1.4","","-1.3","","0.0","","18.0","","0.0","","","","","","5.2","","6","","28","","38",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-24","2020","11","24","","-0.5","","-8.1","","-4.3","","22.3","","0.0","","","","","","0.0","","6","","34","","44",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-25","2020","11","25","","-0.3","","-6.1","","-3.2","","21.2","","0.0","","","","","","8.9","","9","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-26","2020","11","26","","2.1","","-0.3","","0.9","","17.1","","0.0","","","","","","3.4","","12","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-27","2020","11","27","","4.3","","1.0","","2.7","","15.3","","0.0","","","","","","0.0","","6","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-28","2020","11","28","","4.8","","1.2","","3.0","","15.0","","0.0","","","","","","0.0","","4","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-29","2020","11","29","","7.4","","0.6","","4.0","","14.0","","0.0","","","","","","0.0","","2","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-11-30","2020","11","30","","5.0","","0.4","","2.7","","15.3","","0.0","","","","","","12.8","","0","","5","","44",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-01","2020","12","01","","5.6","","0.5","","3.0","","15.0","","0.0","","","","","","3.0","","0","","21","","36",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-02","2020","12","02","","0.5","","-5.2","","-2.3","","20.3","","0.0","","","","","","1.7","","","","26","","39",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-03","2020","12","03","","3.7","","-5.2","","-0.8","","18.8","","0.0","","","","","","0.2","","2","","21","","52",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-04","2020","12","04","","3.5","","0.2","","1.8","","16.2","","0.0","","","","","","5.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-05","2020","12","05","","1.3","","-3.8","","-1.2","","19.2","","0.0","","","","","","0.0","","","","35","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-06","2020","12","06","","-0.8","","-4.9","","-2.9","","20.9","","0.0","","","","","","0.0","","","","32","","42",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-07","2020","12","07","","-2.5","","-6.5","","-4.5","","22.5","","0.0","","","","","","0.0","","1","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-08","2020","12","08","","-4.7","","-8.9","","-6.8","","24.8","","0.0","","","","","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-09","2020","12","09","","1.7","","-5.8","","-2.0","","20.0","","0.0","","","","","","3.7","","1","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-10","2020","12","10","","2.1","","-0.5","","0.8","","17.2","","0.0","","","","","","0.0","","3","","29","","36",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-11","2020","12","11","","4.2","","-0.7","","1.8","","16.2","","0.0","","","","","","0.0","","4","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-12","2020","12","12","","3.2","","0.4","","1.8","","16.2","","0.0","","","","","","4.1","","1","","7","","45",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-13","2020","12","13","","6.9","","-3.6","","1.6","","16.4","","0.0","","","","","","0.2","","","","24","","47",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-14","2020","12","14","","-0.9","","-5.0","","-3.0","","21.0","","0.0","","","","","","0.4","","","","28","","54",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-15","2020","12","15","","-5.0","","-16.0","","-10.5","","28.5","","0.0","","","","","","0.2","","0","","29","","47",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-16","2020","12","16","","-12.3","","-17.4","","-14.8","","32.8","","0.0","","","","","","0.0","","1","","6","","40",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-17","2020","12","17","","-5.2","","-12.7","","-8.9","","26.9","","0.0","","","","","","0.0","","1","","6","","31",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-18","2020","12","18","","-4.3","","-13.3","","-8.8","","26.8","","0.0","","","","","","0.0","","1","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-19","2020","12","19","","-3.6","","-13.5","","-8.5","","26.5","","0.0","","","","","","0.0","","1","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-20","2020","12","20","","1.4","","-4.1","","-1.3","","19.3","","0.0","","","","","","2.7","","1","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-21","2020","12","21","","3.4","","0.3","","1.9","","16.1","","0.0","","","","","","0.5","","2","","17","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-22","2020","12","22","","1.7","","-7.9","","-3.1","","21.1","","0.0","","","","","","0.2","","3","","29","","53",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-23","2020","12","23","","-3.0","","-9.8","","-6.4","","24.4","","0.0","","","","","","0.3","","3","","8","","36",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-24","2020","12","24","","8.8","","-3.1","","2.8","","15.2","","0.0","","","","","","21.5","","2","","16","","37",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-25","2020","12","25","","5.5","","-2.7","","1.4","","16.6","","0.0","","","","","","25.0","","3","","20","","44",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-26","2020","12","26","","-2.0","","-9.2","","-5.6","","23.6","","0.0","","","","","","0.8","","2","","28","","41",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-27","2020","12","27","","-3.3","","-9.1","","-6.2","","24.2","","0.0","","","","","","0.0","","1","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-28","2020","12","28","","4.3","","-6.8","","-1.2","","19.2","","0.0","","","","","","1.9","","1","","27","","53",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-29","2020","12","29","","-6.5","","-11.2","","-8.9","","26.9","","0.0","","","","","","0.0","","3","","27","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-30","2020","12","30","","3.6","","-9.4","","-2.9","","20.9","","0.0","","","","","","3.5","","3","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2020-12-31","2020","12","31","","3.4","","-4.5","","-0.6","","18.6","","0.0","","","","","","0.0","","4","","27","","52",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-01","2021","01","01","","-0.3","","-6.2","","-3.3","","21.3","","0.0","","","","","","2.7","","4","","7","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-02","2021","01","02","","0.0","","-4.6","","-2.3","","20.3","","0.0","","","","","","5.5","","11","","6","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-03","2021","01","03","","-1.9","","-5.9","","-3.9","","21.9","","0.0","","","","","","0.0","","10","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-04","2021","01","04","","-0.6","","-2.8","","-1.7","","19.7","","0.0","","","","","","0.2","","9","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-05","2021","01","05","","-1.2","","-2.9","","-2.0","","20.0","","0.0","","","","","","0.7","","8","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-06","2021","01","06","","-1.7","","-4.3","","-3.0","","21.0","","0.0","","","","","","0.0","","9","","32","","31",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-07","2021","01","07","","-2.1","","-7.2","","-4.7","","22.7","","0.0","","","","","","0.0","","8","","32","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-08","2021","01","08","","-4.1","","-11.1","","-7.6","","25.6","","0.0","","","","","","0.0","","8","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-09","2021","01","09","","-1.5","","-8.6","","-5.1","","23.1","","0.0","","","","","","0.0","","8","","34","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-10","2021","01","10","","-6.0","","-10.4","","-8.2","","26.2","","0.0","","","","","","0.0","","8","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-11","2021","01","11","","1.6","","-6.1","","-2.2","","20.2","","0.0","","","","","","0.4","","8","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-12","2021","01","12","","1.2","","-1.6","","-0.2","","18.2","","0.0","","","","","","0.0","","7","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-13","2021","01","13","","0.6","","-2.1","","-0.7","","18.7","","0.0","","","","","","4.0","","9","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-14","2021","01","14","","0.9","","-0.1","","0.4","","17.6","","0.0","","","","","","0.2","","8","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-15","2021","01","15","","0.6","","-1.4","","-0.4","","18.4","","0.0","","","","","","0.2","","9","","8","","36",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-16","2021","01","16","","0.6","","-0.6","","0.0","","18.0","","0.0","","","","","","13.6","","14","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-17","2021","01","17","","0.5","","-7.1","","-3.3","","21.3","","0.0","","","","","","0.9","","22","","27","","42",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-18","2021","01","18","","-6.9","","-14.3","","-10.6","","28.6","","0.0","","","","","","0.0","","22","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-19","2021","01","19","","-7.1","","-15.6","","-11.4","","29.4","","0.0","","","","","","0.7","","21","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-20","2021","01","20","","-8.6","","-16.2","","-12.4","","30.4","","0.0","","","","","","0.2","","21","","29","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-21","2021","01","21","","-3.9","","-14.1","","-9.0","","27.0","","0.0","","","","","","4.2","","23","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-22","2021","01","22","","-1.7","","-12.8","","-7.2","","25.2","","0.0","","","","","","0.0","","26","","27","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-23","2021","01","23","","-12.4","","-17.1","","-14.8","","32.8","","0.0","","","","","","0.2","","25","","27","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-24","2021","01","24","","-9.9","","-19.1","","-14.5","","32.5","","0.0","","","","","","0.0","","24","","28","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-25","2021","01","25","","-6.6","","-18.9","","-12.8","","30.8","","0.0","","","","","","0.2","","23","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-26","2021","01","26","","-3.7","","-6.7","","-5.2","","23.2","","0.0","","","","","","4.3","","23","","4","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-27","2021","01","27","","-3.3","","-7.7","","-5.5","","23.5","","0.0","","","","","","0.2","","30","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-28","2021","01","28","","-7.1","","-17.7","","-12.4","","30.4","","0.0","","","","","","0.0","","28","","27","","40",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-29","2021","01","29","","-11.0","","-19.5","","-15.2","","33.2","","0.0","","","","","","0.0","","25","","32","","37",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-30","2021","01","30","","-10.7","","-19.7","","-15.2","","33.2","","0.0","","","","","","0.0","","25","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-01-31","2021","01","31","","-12.5","","-20.7","","-16.6","","34.6","","0.0","","","","","","0.2","","25","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-01","2021","02","01","","-5.3","","-22.6","","-14.0","","32.0","","0.0","","","","","","0.0","","25","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-02","2021","02","02","","1.4","","-11.9","","-5.3","","23.3","","0.0","","","","","","0.5","","25","","2","","47",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-03","2021","02","03","","1.9","","-4.2","","-1.1","","19.1","","0.0","","","","","","0.5","","26","","34","","39",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-04","2021","02","04","","1.2","","-11.0","","-4.9","","22.9","","0.0","","","","","","0.0","","25","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-05","2021","02","05","","1.7","","-9.6","","-3.9","","21.9","","0.0","","","","","","2.1","","25","","22","","52",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-06","2021","02","06","","-4.4","","-11.1","","-7.8","","25.8","","0.0","","","","","","0.0","","28","","21","","56",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-07","2021","02","07","","-4.6","","-13.6","","-9.1","","27.1","","0.0","","","","","","1.3","","30","","29","","36",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-08","2021","02","08","","-6.8","","-20.3","","-13.5","","31.5","","0.0","","","","","","0.2","","32","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-09","2021","02","09","","-4.4","","-13.3","","-8.9","","26.9","","0.0","","","","","","1.1","","32","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-10","2021","02","10","","-6.5","","-14.1","","-10.3","","28.3","","0.0","","","","","","0.0","","30","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-11","2021","02","11","","-8.5","","-19.8","","-14.1","","32.1","","0.0","","","","","","0.0","","31","","26","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-12","2021","02","12","","-13.6","","-21.7","","-17.7","","35.7","","0.0","","","","","","0.0","","31","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-13","2021","02","13","","-12.0","","-23.0","","-17.5","","35.5","","0.0","","","","","","0.3","","31","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-14","2021","02","14","","-6.6","","-14.3","","-10.4","","28.4","","0.0","","","","","","1.1","","31","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-15","2021","02","15","","-3.5","","-11.5","","-7.5","","25.5","","0.0","","","","","","2.8","","31","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-16","2021","02","16","","-7.6","","-14.5","","-11.1","","29.1","","0.0","","","","","","12.2","","41","","33","","39",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-17","2021","02","17","","-6.9","","-18.5","","-12.7","","30.7","","0.0","","","","","","0.0","","42","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-18","2021","02","18","","-3.3","","-19.8","","-11.5","","29.5","","0.0","","","","","","0.0","","41","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-19","2021","02","19","","-6.2","","-10.5","","-8.3","","26.3","","0.0","","","","","","1.8","","40","","7","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-20","2021","02","20","","-3.5","","-14.7","","-9.1","","27.1","","0.0","","","","","","0.2","","42","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-21","2021","02","21","","-1.5","","-16.2","","-8.8","","26.8","","0.0","","","","","","0.0","","41","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-22","2021","02","22","","0.2","","-7.7","","-3.8","","21.8","","0.0","","","","","","5.5","","40","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-23","2021","02","23","","3.0","","-0.3","","1.4","","16.6","","0.0","","","","","","0.7","","46","","22","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-24","2021","02","24","","2.2","","-3.7","","-0.8","","18.8","","0.0","","","","","","14.5","","42","","35","","40",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-25","2021","02","25","","-2.1","","-11.4","","-6.8","","24.8","","0.0","","","","","","0.2","","52","","29","","39",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-26","2021","02","26","","0.7","","-15.4","","-7.4","","25.4","","0.0","","","","","","0.0","","51","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-27","2021","02","27","","3.3","","-11.2","","-4.0","","22.0","","0.0","","","","","","8.7","","51","","29","","53",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-02-28","2021","02","28","","4.8","","-12.5","","-3.9","","21.9","","0.0","","","","","","1.1","","56","","11","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-01","2021","03","01","","4.5","","-16.8","","-6.2","","24.2","","0.0","","","","","","2.4","","49","","31","","63",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-02","2021","03","02","","-7.0","","-18.4","","-12.7","","30.7","","0.0","","","","","","4.4","","45","","28","","48",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-03","2021","03","03","","0.0","","-7.1","","-3.5","","21.5","","0.0","","","","","","0.2","","49","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-04","2021","03","04","","-3.8","","-12.6","","-8.2","","26.2","","0.0","","","","","","0.0","","50","","32","","45",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-05","2021","03","05","","-5.6","","-15.3","","-10.5","","28.5","","0.0","","","","","","0.0","","47","","29","","48",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-06","2021","03","06","","-7.0","","-10.9","","-9.0","","27.0","","0.0","","","","","","0.0","","47","","29","","39",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-07","2021","03","07","","-6.0","","-17.5","","-11.8","","29.8","","0.0","","","","","","0.0","","46","","28","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-08","2021","03","08","","-1.7","","-18.3","","-10.0","","28.0","","0.0","","","","","","0.0","","46","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-03-09","2021","03","09","","6.8","","-8.4","","-0.8","","18.8","","0.0","","","","","","0.0","","46","","","","",""
